"id","name","state","classification","population","created_at","updated_at"
"1483","Tanda","Uttar Pradesh","M.B","83,467","2015-03-15 04:06:26.810985","2015-03-15 04:06:26.810985"
"1484","Tanda","Uttar Pradesh","M.B","40,013","2015-03-15 04:06:26.821777","2015-03-15 04:06:26.821777"
"1485","Tandur","Andhra Pradesh","M","57,941","2015-03-15 04:06:26.83322","2015-03-15 04:06:26.83322"
"1486","Tanuku","Andhra Pradesh","UA","72,970","2015-03-15 04:06:26.844143","2015-03-15 04:06:26.844143"
"1487","Tarakeswar","West Bengal","M","28,187","2015-03-15 04:06:26.85524","2015-03-15 04:06:26.85524"
"1488","Tarana","Madhya Pradesh","N.P","21,453","2015-03-15 04:06:26.866376","2015-03-15 04:06:26.866376"
"1489","Taranagar","Rajasthan","M","27,066","2015-03-15 04:06:26.877372","2015-03-15 04:06:26.877372"
"1490","Taraori","Haryana","M.C","22,201","2015-03-15 04:06:26.88845","2015-03-15 04:06:26.88845"
"1491","Tarbha","Odisha","N.A.C.","10,117","2015-03-15 04:06:26.900353","2015-03-15 04:06:26.900353"
"1492","Tarikere","Karnataka","T.P","34,066","2015-03-15 04:06:26.910516","2015-03-15 04:06:26.910516"
"1493","Tarn Taran","Punjab","M.Cl","55,787","2015-03-15 04:06:26.921688","2015-03-15 04:06:26.921688"
"1494","Tasgaon","Maharashtra","M.Cl","33,457","2015-03-15 04:06:26.932741","2015-03-15 04:06:26.932741"
"1495","Tehri","Uttarakhand","M.B","25,423","2015-03-15 04:06:26.943984","2015-03-15 04:06:26.943984"
"1496","Tekkalakote","Karnataka","T.P","23,583","2015-03-15 04:06:26.954891","2015-03-15 04:06:26.954891"
"1497","Tenali","Andhra Pradesh","M","1,53,756","2015-03-15 04:06:26.965824","2015-03-15 04:06:26.965824"
"1498","Tenkasi","Tamil Nadu","M","63,432","2015-03-15 04:06:26.976785","2015-03-15 04:06:26.976785"
"1499","Tenu Dam-cum-Kathhara","Jharkhand","C.T","20,441","2015-03-15 04:06:26.98815","2015-03-15 04:06:26.98815"
"1500","Thergallu","Karnataka","T.P","23,616","2015-03-15 04:06:26.999098","2015-03-15 04:06:26.999098"
"1501","Tetri Bazar","Uttar Pradesh","M.B","21,931","2015-03-15 04:06:27.010247","2015-03-15 04:06:27.010247"
"1502","Tezpur","Assam","UA","1,05,377","2015-03-15 04:06:27.021836","2015-03-15 04:06:27.021836"
"1503","Thakurdwara","Uttar Pradesh","M.B","35,371","2015-03-15 04:06:27.032335","2015-03-15 04:06:27.032335"
"1504","Thammampatti","Tamil Nadu","T.P","20,751","2015-03-15 04:06:27.043482","2015-03-15 04:06:27.043482"
"1505","Thana Bhawan","Uttar Pradesh","N.P","31,161","2015-03-15 04:06:27.054484","2015-03-15 04:06:27.054484"
"1506","Thane","Maharashtra","UA","18,18,872","2015-03-15 04:06:27.065565","2015-03-15 04:06:27.065565"
"1507","Thanesar","Haryana","UA","1,22,319","2015-03-15 04:06:27.0768","2015-03-15 04:06:27.0768"
"1508","Thangadh","Gujarat","M","36,880","2015-03-15 04:06:27.087739","2015-03-15 04:06:27.087739"
"1509","Thanjavur","Tamil Nadu","M","2,15,314","2015-03-15 04:06:27.098703","2015-03-15 04:06:27.098703"
"1510","Tharad","Gujarat","M","22,815","2015-03-15 04:06:27.110494","2015-03-15 04:06:27.110494"
"1511","Tharamangalam","Tamil Nadu","T.P","22,144","2015-03-15 04:06:27.120974","2015-03-15 04:06:27.120974"
"1512","Tharangambadi","Tamil Nadu","T.P","20,843","2015-03-15 04:06:27.132026","2015-03-15 04:06:27.132026"
"1513","Theni Allinagaram","Tamil Nadu","M","85,498","2015-03-15 04:06:27.143613","2015-03-15 04:06:27.143613"
"1514","Thirumangalam","Tamil Nadu","M","43,631","2015-03-15 04:06:27.154198","2015-03-15 04:06:27.154198"
"1515","Thirunindravur","Tamil Nadu","T.P","29,332","2015-03-15 04:06:27.165257","2015-03-15 04:06:27.165257"
"1516","Thiruparappu","Tamil Nadu","T.P","21,736","2015-03-15 04:06:27.176553","2015-03-15 04:06:27.176553"
"1517","Thirupuvanam","Tamil Nadu","T.P","21,589","2015-03-15 04:06:27.190018","2015-03-15 04:06:27.190018"
"1518","Thiruthuraipoondi","Tamil Nadu","M","22,905","2015-03-15 04:06:27.198446","2015-03-15 04:06:27.198446"
"1519","Thiruvalla","Kerala","M","56,837","2015-03-15 04:06:27.209714","2015-03-15 04:06:27.209714"
"1520","Thiruvallur","Tamil Nadu","M","45,732","2015-03-15 04:06:27.22069","2015-03-15 04:06:27.22069"
"1521","Trivandrum","Kerala","UA","11,89,635","2015-03-15 04:06:27.231876","2015-03-15 04:06:27.231876"
"1522","Thiruvarur","Tamil Nadu","M","56,341","2015-03-15 04:06:27.242815","2015-03-15 04:06:27.242815"
"1523","Thodupuzha","Kerala","M","46,246","2015-03-15 04:06:27.253636","2015-03-15 04:06:27.253636"
"1524","Thoothukudi","Tamil Nadu","UA","4,10,760","2015-03-15 04:06:27.265907","2015-03-15 04:06:27.265907"
"1525","Thoubal","Manipur","M.Cl","41,174","2015-03-15 04:06:27.275985","2015-03-15 04:06:27.275985"
"1526","Thrissur","Kerala","UA","3,30,122","2015-03-15 04:06:27.286871","2015-03-15 04:06:27.286871"
"1527","Thuraiyur","Tamil Nadu","M","31,005","2015-03-15 04:06:27.298059","2015-03-15 04:06:27.298059"
"1528","Tikamgarh","Madhya Pradesh","M","68,426","2015-03-15 04:06:27.309134","2015-03-15 04:06:27.309134"
"1529","Tikota","Karnataka","T.P.","28,426","2015-03-15 04:06:27.320255","2015-03-15 04:06:27.320255"
"1530","Tilda Newra","Chhattisgarh","UA","26,909","2015-03-15 04:06:27.375596","2015-03-15 04:06:27.375596"
"1531","Tilhar","Uttar Pradesh","M.B","52,911","2015-03-15 04:06:27.447836","2015-03-15 04:06:27.447836"
"1532","Talikota","Karnataka","T.P.","52,911","2015-03-15 04:06:27.508522","2015-03-15 04:06:27.508522"
"1533","Tindivanam","Tamil Nadu","M","67,737","2015-03-15 04:06:27.563796","2015-03-15 04:06:27.563796"
"1534","Tinsukia","Assam","UA","1,08,123","2015-03-15 04:06:27.608071","2015-03-15 04:06:27.608071"
"1535","Thipatooru","Karnataka","T.M.C","53,104","2015-03-15 04:06:27.619337","2015-03-15 04:06:27.619337"
"1536","Tirora","Maharashtra","M.Cl","22,529","2015-03-15 04:06:27.641246","2015-03-15 04:06:27.641246"
"1537","Tiruchendur","Tamil Nadu","UA","87,101","2015-03-15 04:06:27.652193","2015-03-15 04:06:27.652193"
"1538","Tiruchengode","Tamil Nadu","M","80,187","2015-03-15 04:06:27.663422","2015-03-15 04:06:27.663422"
"1539","Tiruchirappalli","Tamil Nadu","UA","8,66,354","2015-03-15 04:06:27.674446","2015-03-15 04:06:27.674446"
"1540","Tirukalukundram","Tamil Nadu","T.P","23,715","2015-03-15 04:06:27.696679","2015-03-15 04:06:27.696679"
"1541","Tirukkoyilur","Tamil Nadu","T.P","27,197","2015-03-15 04:06:27.707644","2015-03-15 04:06:27.707644"
"1542","Tirunelveli","Tamil Nadu","UA","4,33,352","2015-03-15 04:06:27.718785","2015-03-15 04:06:27.718785"
"1543","Tirupathur","Tamil Nadu","T.P","23,559","2015-03-15 04:06:27.730245","2015-03-15 04:06:27.730245"
"1544","Tirupathur","Tamil Nadu","M","60,876","2015-03-15 04:06:27.751985","2015-03-15 04:06:27.751985"
"1545","Tirupati","Andhra Pradesh","UA","3,03,521","2015-03-15 04:06:27.763812","2015-03-15 04:06:27.763812"
"1546","Tiruppur","Tamil Nadu","M.Corp","5,50,826","2015-03-15 04:06:27.773948","2015-03-15 04:06:27.773948"
"1547","Tirur","Kerala","M","53,654","2015-03-15 04:06:27.785166","2015-03-15 04:06:27.785166"
"1548","Tiruttani","Tamil Nadu","T.P","38,314","2015-03-15 04:06:27.796302","2015-03-15 04:06:27.796302"
"1549","Tiruvannamalai","Tamil Nadu","M","2,80,569","2015-03-15 04:06:27.807148","2015-03-15 04:06:27.807148"
"1550","Tiruvethipuram","Tamil Nadu","M","35,201","2015-03-15 04:06:27.818523","2015-03-15 04:06:27.818523"
"1551","Tiruvuru","Andhra Pradesh","M","35,201","2015-03-15 04:06:27.829481","2015-03-15 04:06:27.829481"
"1552","Tirwaganj","Uttar Pradesh","N.P","20,231","2015-03-15 04:06:27.840298","2015-03-15 04:06:27.840298"
"1553","Titlagarh","Odisha","UA","30,273","2015-03-15 04:06:27.851713","2015-03-15 04:06:27.851713"
"1554","Tittakudi","Tamil Nadu","T.P","20,735","2015-03-15 04:06:27.862692","2015-03-15 04:06:27.862692"
"1555","Todabhim","Rajasthan","M","20,845","2015-03-15 04:06:27.873755","2015-03-15 04:06:27.873755"
"1556","Todaraisingh","Rajasthan","M","21,217","2015-03-15 04:06:27.885423","2015-03-15 04:06:27.885423"
"1557","Tohana","Haryana","M.C","51,519","2015-03-15 04:06:27.89592","2015-03-15 04:06:27.89592"
"1558","Tonk","Rajasthan","M.Cl","1,35,689","2015-03-15 04:06:27.906996","2015-03-15 04:06:27.906996"
"1559","Tuensang","Nagaland","T.C","29,772","2015-03-15 04:06:27.918033","2015-03-15 04:06:27.918033"
"1560","Tuljapur","Maharashtra","M.Cl","31,706","2015-03-15 04:06:27.929021","2015-03-15 04:06:27.929021"
"1561","Tulsipur","Uttar Pradesh","N.P","21,243","2015-03-15 04:06:27.940218","2015-03-15 04:06:27.940218"
"1562","Thumakooru","Karnataka","C.M.C","2,48,929","2015-03-15 04:06:27.951213","2015-03-15 04:06:27.951213"
"1563","Tumsar","Maharashtra","M.Cl","42,021","2015-03-15 04:06:27.962258","2015-03-15 04:06:27.962258"
"1564","Tundla","Uttar Pradesh","UA","54,576","2015-03-15 04:06:27.973591","2015-03-15 04:06:27.973591"
"1565","Tuni","Andhra Pradesh","M","50,368","2015-03-15 04:06:27.98435","2015-03-15 04:06:27.98435"
"1566","Tura","Meghalaya","M","58,978","2015-03-15 04:06:27.995418","2015-03-15 04:06:27.995418"
"1567","Uchgaon","Maharashtra","C.T","22,548","2015-03-15 04:06:28.007056","2015-03-15 04:06:28.007056"
"1568","Udaipur","Rajasthan","M.Cl","3,89,438","2015-03-15 04:06:28.017691","2015-03-15 04:06:28.017691"
"1569","Udaipur","Tripura","N.P","21,758","2015-03-15 04:06:28.028902","2015-03-15 04:06:28.028902"
"1570","Udaipurwati","Rajasthan","M","27,843","2015-03-15 04:06:28.03988","2015-03-15 04:06:28.03988"
"1571","Udgir","Maharashtra","M.Cl","91,933","2015-03-15 04:06:28.0509","2015-03-15 04:06:28.0509"
"1572","Udhagamandalam","Tamil Nadu","M","93,987","2015-03-15 04:06:28.062048","2015-03-15 04:06:28.062048"
"1573","Udhampur","Jammu and Kashmir","UA","(2011) 182,778","2015-03-15 04:06:28.073099","2015-03-15 04:06:28.073099"
"1574","Udumalaipettai","Tamil Nadu","M","59,668","2015-03-15 04:06:28.084143","2015-03-15 04:06:28.084143"
"1575","Udupi","Karnataka","UA","1,27,124","2015-03-15 04:06:28.09547","2015-03-15 04:06:28.09547"
"1576","Ugar","Karnataka","T.P","39,287","2015-03-15 04:06:28.106286","2015-03-15 04:06:28.106286"
"1577","Ujhani","Madhya Pradesh","M.B","51,051","2015-03-15 04:06:28.117317","2015-03-15 04:06:28.117317"
"1578","Ujjain","Madhya Pradesh","UA","1986597 (2011)","2015-03-15 04:06:28.12913","2015-03-15 04:06:28.12913"
"1579","Umarga","Maharashtra","M.Cl","30,178","2015-03-15 04:06:28.139495","2015-03-15 04:06:28.139495"
"1580","Umaria","Madhya Pradesh","M","26,842","2015-03-15 04:06:28.150575","2015-03-15 04:06:28.150575"
"1581","Umarkhed","Maharashtra","M.Cl","34,059","2015-03-15 04:06:28.161643","2015-03-15 04:06:28.161643"
"1582","Umarkote","Odisha","N.A.C","24,859","2015-03-15 04:06:28.172683","2015-03-15 04:06:28.172683"
"1583","Umbergaon","Gujarat","C.T","21,684","2015-03-15 04:06:28.184028","2015-03-15 04:06:28.184028"
"1584","Umred","Maharashtra","M.Cl","49,577","2015-03-15 04:06:28.195253","2015-03-15 04:06:28.195253"
"1585","Umreth","Gujarat","M","32,191","2015-03-15 04:06:28.205851","2015-03-15 04:06:28.205851"
"1586","Una","Gujarat","M","51,261","2015-03-15 04:06:28.217121","2015-03-15 04:06:28.217121"
"1587","Unjha","Gujarat","M","53,876","2015-03-15 04:06:28.227981","2015-03-15 04:06:28.227981"
"1588","Unnamalaikadai","Tamil Nadu","T.P","20,666","2015-03-15 04:06:28.239099","2015-03-15 04:06:28.239099"
"1589","Unnao","Uttar Pradesh","Sub-Metropolis","6,44,662","2015-03-15 04:06:28.250518","2015-03-15 04:06:28.250518"
"1590","Upleta","Gujarat","M","55,438","2015-03-15 04:06:28.261226","2015-03-15 04:06:28.261226"
"1591","Uran","Maharashtra","M.Cl","23,251","2015-03-15 04:06:28.27228","2015-03-15 04:06:28.27228"
"1592","Uran Islampur","Maharashtra","M.Cl","58,330","2015-03-15 04:06:28.283374","2015-03-15 04:06:28.283374"
"1593","Uravakonda","Andhra Pradesh","C.T","31,856","2015-03-15 04:06:28.294483","2015-03-15 04:06:28.294483"
"1594","Urmar Tanda","Punjab","M.Cl","22,048","2015-03-15 04:06:28.305548","2015-03-15 04:06:28.305548"
"1595","Usilampatti","Tamil Nadu","M","30,601","2015-03-15 04:06:28.316573","2015-03-15 04:06:28.316573"
"1596","Uthamapalayam","Tamil Nadu","T.P","22,104","2015-03-15 04:06:28.327685","2015-03-15 04:06:28.327685"
"1597","Uthiramerur","Tamil Nadu","T.P","23,656","2015-03-15 04:06:28.338783","2015-03-15 04:06:28.338783"
"1598","Utraula","Uttar Pradesh","M.B","27,502","2015-03-15 04:06:28.349805","2015-03-15 04:06:28.349805"
"1599","Vadakara","Kerala","UA","1,24,083","2015-03-15 04:06:28.360892","2015-03-15 04:06:28.360892"
"1600","Vadakkuvalliyur","Tamil Nadu","T.P","24,023","2015-03-15 04:06:28.371945","2015-03-15 04:06:28.371945"
"1601","Vadalur","Tamil Nadu","T.P","26,016","2015-03-15 04:06:28.383044","2015-03-15 04:06:28.383044"
"1602","Vadgaon Kasba","Maharashtra","M.Cl","22,758","2015-03-15 04:06:28.394183","2015-03-15 04:06:28.394183"
"1603","Vadipatti","Tamil Nadu","T.P","21,833","2015-03-15 04:06:28.405158","2015-03-15 04:06:28.405158"
"1604","Vadnagar","Gujarat","M","25,033","2015-03-15 04:06:28.416224","2015-03-15 04:06:28.416224"
"1605","Vadodara","Gujarat","UA","14,91,045","2015-03-15 04:06:28.427942","2015-03-15 04:06:28.427942"
"1606","Vaijapur","Maharashtra","M.Cl","37,064","2015-03-15 04:06:28.438419","2015-03-15 04:06:28.438419"
"1607","Vaikom","Kerala","M","22,641","2015-03-15 04:06:28.449466","2015-03-15 04:06:28.449466"
"1608","Valparai","Tamil Nadu","T.P","95,107","2015-03-15 04:06:28.461806","2015-03-15 04:06:28.461806"
"1609","Valsad","Gujarat","UA","1,45,592","2015-03-15 04:06:28.471673","2015-03-15 04:06:28.471673"
"1610","Vandavasi","Tamil Nadu","M","29,610","2015-03-15 04:06:28.482723","2015-03-15 04:06:28.482723"
"1611","Vaniyambadi","Tamil Nadu","UA","1,03,950","2015-03-15 04:06:28.494142","2015-03-15 04:06:28.494142"
"1612","Vapi","Gujarat","I.N.A","23,844","2015-03-15 04:06:28.50486","2015-03-15 04:06:28.50486"
"1613","Vapi","Gujarat","M","71,406","2015-03-15 04:06:28.515971","2015-03-15 04:06:28.515971"
"1614","Varanasi","Uttar Pradesh","UA","12,03,961","2015-03-15 04:06:28.527191","2015-03-15 04:06:28.527191"
"1615","Varkala","Kerala","M","40,728","2015-03-15 04:06:28.537904","2015-03-15 04:06:28.537904"
"1616","Vasai","Maharashtra","UA","1,74,396","2015-03-15 04:06:28.549819","2015-03-15 04:06:28.549819"
"1617","Vedaranyam","Tamil Nadu","T.P","31,627","2015-03-15 04:06:28.560394","2015-03-15 04:06:28.560394"
"1618","Vellakoil","Tamil Nadu","T.P","34,438","2015-03-15 04:06:28.571203","2015-03-15 04:06:28.571203"
"1619","Vellore","Tamil Nadu","M.corp","7,56,045","2015-03-15 04:06:28.583333","2015-03-15 04:06:28.583333"
"1620","Venkatagiri","Andhra Pradesh","C.T","31,341","2015-03-15 04:06:28.59364","2015-03-15 04:06:28.59364"
"1621","Veraval","Gujarat","UA","1,58,032","2015-03-15 04:06:28.604218","2015-03-15 04:06:28.604218"
"1622","Vicarabad","Andhra Pradesh","N.P","42,410","2015-03-15 04:06:28.615497","2015-03-15 04:06:28.615497"
"1623","Vidisha","Madhya Pradesh","M","1,25,453","2015-03-15 04:06:28.626864","2015-03-15 04:06:28.626864"
"1624","Vijainagar","Rajasthan","M","27,695","2015-03-15 04:06:28.637657","2015-03-15 04:06:28.637657"
"1625","Vijapur","Gujarat","UA","30,961","2015-03-15 04:06:28.64872","2015-03-15 04:06:28.64872"
"1626","Vijaypur","Uttarakhand","T.M.C","29,540","2015-03-15 04:06:28.660141","2015-03-15 04:06:28.660141"
"1627","Vijayapura","Karnataka","T.M.C","29,540","2015-03-15 04:06:28.67138","2015-03-15 04:06:28.67138"
"1628","Vijayawada","Andhra Pradesh","UA","10,39,518","2015-03-15 04:06:28.681918","2015-03-15 04:06:28.681918"
"1629","Vikramasingapuram","Tamil Nadu","T.P","48,309","2015-03-15 04:06:28.693091","2015-03-15 04:06:28.693091"
"1630","Viluppuram","Tamil Nadu","M","95,455","2015-03-15 04:06:28.705229","2015-03-15 04:06:28.705229"
"1631","Vinukonda","Andhra Pradesh","C.T","52,519","2015-03-15 04:06:28.71515","2015-03-15 04:06:28.71515"
"1632","Viramgam","Gujarat","M","53,094","2015-03-15 04:06:28.725939","2015-03-15 04:06:28.725939"
"1633","Virar","Maharashtra","M.Cl","1,18,928","2015-03-15 04:06:28.737462","2015-03-15 04:06:28.737462"
"1634","Virudhachalam","Tamil Nadu","M","60,164","2015-03-15 04:06:28.748431","2015-03-15 04:06:28.748431"
"1635","Virudhunagar","Tamil Nadu","M","72,081","2015-03-15 04:06:28.759577","2015-03-15 04:06:28.759577"
"1636","Visakhapatnam","Andhra Pradesh","UA","17,30,320","2015-03-15 04:06:28.770653","2015-03-15 04:06:28.770653"
"1637","Visnagar","Gujarat","UA","73,488","2015-03-15 04:06:28.781687","2015-03-15 04:06:28.781687"
"1638","Viswanatham","Tamil Nadu","C.T","22,154","2015-03-15 04:06:28.793598","2015-03-15 04:06:28.793598"
"1639","Vita","Maharashtra","M.Cl","41,804","2015-03-15 04:06:28.803773","2015-03-15 04:06:28.803773"
"1640","Vizianagaram","Andhra Pradesh","UA","1,95,801","2015-03-15 04:06:28.814895","2015-03-15 04:06:28.814895"
"1641","Vrindavan","Uttar Pradesh","M.B","56,692","2015-03-15 04:06:28.82719","2015-03-15 04:06:28.82719"
"1642","Vyara","Gujarat","M","36,226","2015-03-15 04:06:28.837073","2015-03-15 04:06:28.837073"
"1643","Wadgaon Road","Maharashtra","C.T","30,756","2015-03-15 04:06:28.848022","2015-03-15 04:06:28.848022"
"1644","Wadhwan","Gujarat","UA","2,19,585","2015-03-15 04:06:28.859349","2015-03-15 04:06:28.859349"
"1645","Wadi","Karnataka","UA","34,714","2015-03-15 04:06:28.870287","2015-03-15 04:06:28.870287"
"1646","Wai","Maharashtra","M.Cl","31,110","2015-03-15 04:06:28.881311","2015-03-15 04:06:28.881311"
"1647","Wanaparthy","Andhra Pradesh","N.P","50,114","2015-03-15 04:06:28.892383","2015-03-15 04:06:28.892383"
"1648","Wani","Maharashtra","M.Cl","52,834","2015-03-15 04:06:28.903486","2015-03-15 04:06:28.903486"
"1649","Wankaner","Gujarat","M","40,191","2015-03-15 04:06:28.91466","2015-03-15 04:06:28.91466"
"1650","Wara Seoni","Madhya Pradesh","M","24,757","2015-03-15 04:06:28.925503","2015-03-15 04:06:28.925503"
"1651","Warangal","Andhra Pradesh","UA","10,87,000","2015-03-15 04:06:28.936682","2015-03-15 04:06:28.936682"
"1652","Wardha","Maharashtra","M.Cl","1,11,118","2015-03-15 04:06:28.947759","2015-03-15 04:06:28.947759"
"1653","Warhapur","Uttar Pradesh","N.P","20,866","2015-03-15 04:06:28.958797","2015-03-15 04:06:28.958797"
"1654","Warisaliganj","Bihar","N.A","31,347","2015-03-15 04:06:28.969878","2015-03-15 04:06:28.969878"
"1655","Warora","Maharashtra","M.Cl","41,971","2015-03-15 04:06:28.980897","2015-03-15 04:06:28.980897"
"1656","Warud","Maharashtra","M.Cl","41,005","2015-03-15 04:06:28.991683","2015-03-15 04:06:28.991683"
"1657","Washim","Maharashtra","M.Cl","62,956","2015-03-15 04:06:29.003569","2015-03-15 04:06:29.003569"
"1658","Wokha","Nagaland","T.C","37,636","2015-03-15 04:06:29.01411","2015-03-15 04:06:29.01411"
"1659","Yaadhagiri","Karnataka","T.M.C","58,811","2015-03-15 04:06:29.025183","2015-03-15 04:06:29.025183"
"1660","Yamunanagar","Haryana","UA","3,06,740","2015-03-15 04:06:29.037037","2015-03-15 04:06:29.037037"
"1661","Yanam","Puducherry","M","31,394","2015-03-15 04:06:29.047335","2015-03-15 04:06:29.047335"
"1662","Yavatmal","Maharashtra","UA","1,39,835","2015-03-15 04:06:29.058394","2015-03-15 04:06:29.058394"
"1663","Yawal","Maharashtra","M.Cl","31,803","2015-03-15 04:06:29.069727","2015-03-15 04:06:29.069727"
"1664","Yellandu","Andhra Pradesh","N.P","42,421","2015-03-15 04:06:29.124779","2015-03-15 04:06:29.124779"
"1665","Yemmiganur","Andhra Pradesh","M","76,411","2015-03-15 04:06:29.135929","2015-03-15 04:06:29.135929"
"1666","Yerraguntla","Andhra Pradesh","C.T","26,838","2015-03-15 04:06:29.146955","2015-03-15 04:06:29.146955"
"1667","Yevla","Maharashtra","M.Cl","26,838","2015-03-15 04:06:29.158342","2015-03-15 04:06:29.158342"
"1668","Zaid","Uttar Pradesh","N.P","30,639","2015-03-15 04:06:29.169122","2015-03-15 04:06:29.169122"
"1669","Zamania","Uttar Pradesh","M.B","29,391","2015-03-15 04:06:29.18021","2015-03-15 04:06:29.18021"
"1670","Zira","Punjab","UA","31,783","2015-03-15 04:06:29.191463","2015-03-15 04:06:29.191463"
"1671","Zirakpur","Punjab","N.P","25,022","2015-03-15 04:06:29.202354","2015-03-15 04:06:29.202354"
"1672","Zunheboto","Nagaland","T.C","23,081","2015-03-15 04:06:29.213424","2015-03-15 04:06:29.213424"
"1673","\N","\N","\N","\N","2015-03-15 04:06:29.22495","2015-03-15 04:06:29.22495"
"1674","For other more formats kindly visit www.downloadexcelfiles.com","\N","\N","\N","2015-03-15 04:06:29.235385","2015-03-15 04:06:29.235385"
"1675","\N","\N","\N","\N","2015-03-15 04:06:29.246625","2015-03-15 04:06:29.246625"
"1676","Original source : en.wikipedia.org/wiki/List_of_cities_and_towns_in_India","\N","\N","\N","2015-03-15 04:06:29.257693","2015-03-15 04:06:29.257693"
