"id","name","state","classification","population","created_at","updated_at"
"769","Mahendragarh","Chhattisgarh","M","30,758","2015-03-15 04:06:18.363319","2015-03-15 04:06:18.363319"
"770","Mahendragarh","Haryana","M.C","24,323","2015-03-15 04:06:18.374425","2015-03-15 04:06:18.374425"
"771","Mahesana","Gujarat","UA","1,41,453","2015-03-15 04:06:18.385436","2015-03-15 04:06:18.385436"
"772","Mahidpur","Madhya Pradesh","UA","29,379","2015-03-15 04:06:18.396528","2015-03-15 04:06:18.396528"
"773","Mahnar Bazar","Bihar","M","37,370","2015-03-15 04:06:18.4076","2015-03-15 04:06:18.4076"
"774","Mahoba","Uttar Pradesh","\N","\N","2015-03-15 04:06:18.419087","2015-03-15 04:06:18.419087"
"775","Mahuli","Maharashtra","\N","\N","2015-03-15 04:06:18.429807","2015-03-15 04:06:18.429807"
"776","Mahuva","Gujarat","UA","80,726","2015-03-15 04:06:18.440851","2015-03-15 04:06:18.440851"
"777","Mahwa","Rajasthan","\N","\N","2015-03-15 04:06:18.452255","2015-03-15 04:06:18.452255"
"778","Maihar","Madhya Pradesh","M","34,342","2015-03-15 04:06:18.462993","2015-03-15 04:06:18.462993"
"779","Mainaguri","West Bengal","C.T","27,106","2015-03-15 04:06:18.474082","2015-03-15 04:06:18.474082"
"780","Makhdumpur","Bihar","N.A","30,109","2015-03-15 04:06:18.485131","2015-03-15 04:06:18.485131"
"781","Makrana","Rajasthan","UA","91,853","2015-03-15 04:06:18.496203","2015-03-15 04:06:18.496203"
"782","Mal","West Bengal","M","23,218","2015-03-15 04:06:18.507231","2015-03-15 04:06:18.507231"
"783","Malajkhand","Madhya Pradesh","M","32,296","2015-03-15 04:06:18.518347","2015-03-15 04:06:18.518347"
"784","Malappuram","Kerala","UA","1,70,409","2015-03-15 04:06:18.529405","2015-03-15 04:06:18.529405"
"785","Malavalli","Karnataka","T.M.C","35,851","2015-03-15 04:06:18.54051","2015-03-15 04:06:18.54051"
"786","Malegaon","Maharashtra","M.Cl","4,09,403","2015-03-15 04:06:18.551375","2015-03-15 04:06:18.551375"
"787","Malerkotla","Punjab","M.Cl","1,07,009","2015-03-15 04:06:18.562622","2015-03-15 04:06:18.562622"
"788","Malkangiri","Odisha","N.A.C","23,114","2015-03-15 04:06:18.57372","2015-03-15 04:06:18.57372"
"789","Malkapur","Maharashtra","M.Cl","61,012","2015-03-15 04:06:18.584768","2015-03-15 04:06:18.584768"
"790","Malout","Punjab","M.Cl","70,765","2015-03-15 04:06:18.595871","2015-03-15 04:06:18.595871"
"791","Malpura","Rajasthan","UA","27,360","2015-03-15 04:06:18.606921","2015-03-15 04:06:18.606921"
"792","Maaluru","Karnataka","T.M.C","27,815","2015-03-15 04:06:18.617867","2015-03-15 04:06:18.617867"
"793","Manasa","Madhya Pradesh","N.P","22,623","2015-03-15 04:06:18.629104","2015-03-15 04:06:18.629104"
"794","Manavadar","Gujarat","M","27,563","2015-03-15 04:06:18.640155","2015-03-15 04:06:18.640155"
"795","Manawar","Madhya Pradesh","M","25,467","2015-03-15 04:06:18.651175","2015-03-15 04:06:18.651175"
"796","Manchar","Maharashtra","\N","\N","2015-03-15 04:06:18.673355","2015-03-15 04:06:18.673355"
"797","Mancherial","Andhra Pradesh","UA","1,18,195","2015-03-15 04:06:18.684381","2015-03-15 04:06:18.684381"
"798","Mandalgarh","Rajasthan","M","20,169","2015-03-15 04:06:18.695416","2015-03-15 04:06:18.695416"
"799","Mandamarri","Andhra Pradesh","M","66,596","2015-03-15 04:06:18.706581","2015-03-15 04:06:18.706581"
"800","Mandapeta","Andhra Pradesh","M","47,638","2015-03-15 04:06:18.72855","2015-03-15 04:06:18.72855"
"801","Mandawa","Rajasthan","M","20,830","2015-03-15 04:06:18.739647","2015-03-15 04:06:18.739647"
"802","Mandi","Himachal Pradesh","M.Cl","60,387","2015-03-15 04:06:18.750712","2015-03-15 04:06:18.750712"
"803","Mandi Dabwali","Haryana","M.C","53,811","2015-03-15 04:06:18.761802","2015-03-15 04:06:18.761802"
"804","Mandideep","Madhya Pradesh","M","39,859","2015-03-15 04:06:18.784028","2015-03-15 04:06:18.784028"
"805","Mandla","Madhya Pradesh","UA","60,542","2015-03-15 04:06:18.795035","2015-03-15 04:06:18.795035"
"806","Mandsaur","Madhya Pradesh","UA","1,17,555","2015-03-15 04:06:18.806153","2015-03-15 04:06:18.806153"
"807","Mandvi","Gujarat","M","42,355","2015-03-15 04:06:18.817386","2015-03-15 04:06:18.817386"
"808","Mandya","Karnataka","C.M.C","1,31,179","2015-03-15 04:06:18.839344","2015-03-15 04:06:18.839344"
"809","Maner","Bihar","N.A","30,082","2015-03-15 04:06:18.850956","2015-03-15 04:06:18.850956"
"810","Manesar","Haryana","\N","\N","2015-03-15 04:06:18.861888","2015-03-15 04:06:18.861888"
"811","Mangalagiri","Andhra Pradesh","\N","\N","2015-03-15 04:06:18.933919","2015-03-15 04:06:18.933919"
"812","Mangaldoi","Assam","M.B","23,920","2015-03-15 04:06:18.972167","2015-03-15 04:06:18.972167"
"813","Mangalore","Karnataka","UA","5,39,387","2015-03-15 04:06:18.983183","2015-03-15 04:06:18.983183"
"814","Mangalvedhe","Maharashtra","M.Cl","21,706","2015-03-15 04:06:18.995042","2015-03-15 04:06:18.995042"
"815","Manglaur","Uttarakhand","M.B","42,584","2015-03-15 04:06:19.005704","2015-03-15 04:06:19.005704"
"816","Mangrol","Gujarat","UA","56,320","2015-03-15 04:06:19.016428","2015-03-15 04:06:19.016428"
"817","Mangrol","Rajasthan","M","21,842","2015-03-15 04:06:19.027984","2015-03-15 04:06:19.027984"
"818","Mangrulpir","Maharashtra","M.Cl","27,815","2015-03-15 04:06:19.038619","2015-03-15 04:06:19.038619"
"819","Manihari","Bihar","N.A","21,803","2015-03-15 04:06:19.049668","2015-03-15 04:06:19.049668"
"820","Manjlegaon","Maharashtra","M.Cl","44,029","2015-03-15 04:06:19.06129","2015-03-15 04:06:19.06129"
"821","Mankachar","Assam","C.T","28,780","2015-03-15 04:06:19.07179","2015-03-15 04:06:19.07179"
"822","Manmad","Maharashtra","M.Cl","72,401","2015-03-15 04:06:19.082877","2015-03-15 04:06:19.082877"
"823","Mansa","Punjab","M.Cl","72,627","2015-03-15 04:06:19.094233","2015-03-15 04:06:19.094233"
"824","Mansa","Gujarat","M","27,922","2015-03-15 04:06:19.105101","2015-03-15 04:06:19.105101"
"825","Manuguru","Andhra Pradesh","C.T","32,893","2015-03-15 04:06:19.116468","2015-03-15 04:06:19.116468"
"826","Maanvi","Karnataka","T.M.C","37,613","2015-03-15 04:06:19.127488","2015-03-15 04:06:19.127488"
"827","Manwath","Maharashtra","M.Cl","29,218","2015-03-15 04:06:19.138236","2015-03-15 04:06:19.138236"
"828","Mapusa","Goa","M.Cl","40,487","2015-03-15 04:06:19.150113","2015-03-15 04:06:19.150113"
"829","Margao","Goa","UA","94,383","2015-03-15 04:06:19.16068","2015-03-15 04:06:19.16068"
"830","Margherita","Assam","C.T","24,049","2015-03-15 04:06:19.171468","2015-03-15 04:06:19.171468"
"831","Marhaura","Bihar","N.A","24,548","2015-03-15 04:06:19.1826","2015-03-15 04:06:19.1826"
"832","Mariani","Assam","T.C","20,997","2015-03-15 04:06:19.193543","2015-03-15 04:06:19.193543"
"833","Marigaon","Assam","T.C","20,811","2015-03-15 04:06:19.204504","2015-03-15 04:06:19.204504"
"834","Markapur","Andhra Pradesh","M","58,462","2015-03-15 04:06:19.215766","2015-03-15 04:06:19.215766"
"835","Marmagao","Goa","UA","1,04,758","2015-03-15 04:06:19.227266","2015-03-15 04:06:19.227266"
"836","Masaurhi","Bihar","N.A","45,248","2015-03-15 04:06:19.23857","2015-03-15 04:06:19.23857"
"837","Mathabhanga","West Bengal","M","21,107","2015-03-15 04:06:19.248954","2015-03-15 04:06:19.248954"
"838","Mathura","Uttar Pradesh","\N","\N","2015-03-15 04:06:19.259903","2015-03-15 04:06:19.259903"
"839","Mattannur","Kerala","M","44,313","2015-03-15 04:06:19.272294","2015-03-15 04:06:19.272294"
"840","Mauganj","Madhya Pradesh","N.P","23,024","2015-03-15 04:06:19.282189","2015-03-15 04:06:19.282189"
"841","Maur","Punjab","M.Cl","27,543","2015-03-15 04:06:19.293334","2015-03-15 04:06:19.293334"
"842","Mavelikkara","Kerala","M","28,439","2015-03-15 04:06:19.306548","2015-03-15 04:06:19.306548"
"843","Mavoor","Kerala","C.T","27,845","2015-03-15 04:06:19.317325","2015-03-15 04:06:19.317325"
"844","Mayang Imphal","Manipur","N.P","20,532","2015-03-15 04:06:19.326954","2015-03-15 04:06:19.326954"
"845","Medak","Andhra Pradesh","N.P","41,945","2015-03-15 04:06:19.338027","2015-03-15 04:06:19.338027"
"846","Medinipur","West Bengal","M","1,49,769","2015-03-15 04:06:19.350708","2015-03-15 04:06:19.350708"
"847","Meerut","Uttar Pradesh","C.M.C","13,09,023","2015-03-15 04:06:19.360769","2015-03-15 04:06:19.360769"
"848","Mehkar","Maharashtra","M.Cl","37,715","2015-03-15 04:06:19.382018","2015-03-15 04:06:19.382018"
"849","Mehmedabad","Gujarat","M","30,768","2015-03-15 04:06:19.40435","2015-03-15 04:06:19.40435"
"850","Memari","West Bengal","M","36,207","2015-03-15 04:06:19.416042","2015-03-15 04:06:19.416042"
"851","Merta City","Rajasthan","M","40,252","2015-03-15 04:06:19.428346","2015-03-15 04:06:19.428346"
"852","Mhaswad","Maharashtra","M.Cl","20,500","2015-03-15 04:06:19.440239","2015-03-15 04:06:19.440239"
"853","Mhow Cantonment","Madhya Pradesh","UA","92,364","2015-03-15 04:06:19.449681","2015-03-15 04:06:19.449681"
"854","Mhowgaon","Madhya Pradesh","N.P","20,523","2015-03-15 04:06:19.459401","2015-03-15 04:06:19.459401"
"855","Mihijam","Jharkhand","N.A","33,236","2015-03-15 04:06:19.470438","2015-03-15 04:06:19.470438"
"856","Mira-Bhayandar","Maharashtra","UA","5,20,301","2015-03-15 04:06:19.481848","2015-03-15 04:06:19.481848"
"857","Miraj","Maharashtra","\N","\N","2015-03-15 04:06:19.492541","2015-03-15 04:06:19.492541"
"858","Mirganj","Bihar","N.A","23,576","2015-03-15 04:06:19.503576","2015-03-15 04:06:19.503576"
"859","Miryalaguda","Andhra Pradesh","UA","91,359","2015-03-15 04:06:19.515007","2015-03-15 04:06:19.515007"
"860","Mirzapur","Uttar Pradesh","\N","\N","2015-03-15 04:06:19.525559","2015-03-15 04:06:19.525559"
"861","Mithapur","Gujarat","\N","\N","2015-03-15 04:06:19.536869","2015-03-15 04:06:19.536869"
"862","Modasa","Gujarat","M","54,135","2015-03-15 04:06:19.548147","2015-03-15 04:06:19.548147"
"863","Modinagar","Uttar Pradesh","M","2,72,918","2015-03-15 04:06:19.558953","2015-03-15 04:06:19.558953"
"864","Moga","Punjab","UA","1,35,279","2015-03-15 04:06:19.569993","2015-03-15 04:06:19.569993"
"865","Mogalthur","Andhra Pradesh","\N","\N","2015-03-15 04:06:19.581458","2015-03-15 04:06:19.581458"
"866","Mohali","Punjab","M.Cl","1,23,484","2015-03-15 04:06:19.591946","2015-03-15 04:06:19.591946"
"867","Mohania","Bihar","\N","\N","2015-03-15 04:06:19.603262","2015-03-15 04:06:19.603262"
"868","Mokama","Bihar","\N","\N","2015-03-15 04:06:19.615428","2015-03-15 04:06:19.615428"
"869","Mokameh","Bihar","M","56,615","2015-03-15 04:06:19.625173","2015-03-15 04:06:19.625173"
"870","Mokokchung","Nagaland","T.C","31,214","2015-03-15 04:06:19.636688","2015-03-15 04:06:19.636688"
"871","Monoharpur","West Bengal","C.T","20,846","2015-03-15 04:06:19.648523","2015-03-15 04:06:19.648523"
"872","Moradabad","Uttar Pradesh","\N","\N","2015-03-15 04:06:19.65857","2015-03-15 04:06:19.65857"
"873","Morena","Madhya Pradesh","M","1,50,959","2015-03-15 04:06:19.669917","2015-03-15 04:06:19.669917"
"874","Morinda","Punjab","M.Cl","22,635","2015-03-15 04:06:19.681914","2015-03-15 04:06:19.681914"
"875","Morshi","Maharashtra","M.Cl","33,607","2015-03-15 04:06:19.691653","2015-03-15 04:06:19.691653"
"876","Morvi","Gujarat","UA","1,78,055","2015-03-15 04:06:19.702969","2015-03-15 04:06:19.702969"
"877","Motihari","Bihar","UA","1,08,428","2015-03-15 04:06:19.713882","2015-03-15 04:06:19.713882"
"878","Motipur","Bihar","N.A","21,957","2015-03-15 04:06:19.724894","2015-03-15 04:06:19.724894"
"879","Mount Abu","Rajasthan","M","22,152","2015-03-15 04:06:19.736097","2015-03-15 04:06:19.736097"
"880","Mudalagi","Karnataka","T.M.C","29,893","2015-03-15 04:06:19.747076","2015-03-15 04:06:19.747076"
"881","Mudabidri","Karnataka","T.M.C","25,713","2015-03-15 04:06:19.758629","2015-03-15 04:06:19.758629"
"882","Muddebihala","Karnataka","T.M.C","28,219","2015-03-15 04:06:19.769245","2015-03-15 04:06:19.769245"
"883","Mudhola","Karnataka","T.M.C","42,461","2015-03-15 04:06:19.780223","2015-03-15 04:06:19.780223"
"884","Mukatsar","Punjab","\N","\N","2015-03-15 04:06:19.792178","2015-03-15 04:06:19.792178"
"885","Mukerian","Punjab","M.Cl","21,384","2015-03-15 04:06:19.80247","2015-03-15 04:06:19.80247"
"886","Mukhed","Maharashtra","M.Cl","25,933","2015-03-15 04:06:19.813687","2015-03-15 04:06:19.813687"
"887","Muktsar","Punjab","M.Cl","83,655","2015-03-15 04:06:19.824765","2015-03-15 04:06:19.824765"
"888","Mul","Maharashtra","M.Cl","22,330","2015-03-15 04:06:19.83571","2015-03-15 04:06:19.83571"
"889","Mulabaagilu","Karnataka","T.M.C","44,033","2015-03-15 04:06:19.846771","2015-03-15 04:06:19.846771"
"890","Multai","Madhya Pradesh","N.P","21,423","2015-03-15 04:06:19.858004","2015-03-15 04:06:19.858004"
"891","Mumbai","Maharashtra","UA","1,84,14,288","2015-03-15 04:06:19.868944","2015-03-15 04:06:19.868944"
"892","Mundi","Madhya Pradesh","N.P","30,000","2015-03-15 04:06:19.880769","2015-03-15 04:06:19.880769"
"893","Mundaragi","Karnataka","T.P","20,363","2015-03-15 04:06:19.891076","2015-03-15 04:06:19.891076"
"894","Mungeli","Chhattisgarh","UA","31,613","2015-03-15 04:06:19.902183","2015-03-15 04:06:19.902183"
"895","Munger","Bihar","M","1,88,050","2015-03-15 04:06:19.913355","2015-03-15 04:06:19.913355"
"896","Muradnagar","Uttar Pradesh","\N","\N","2015-03-15 04:06:19.924331","2015-03-15 04:06:19.924331"
"897","Murliganj","Bihar","N.A","22,936","2015-03-15 04:06:19.935474","2015-03-15 04:06:19.935474"
"898","Murshidabad","West Bengal","M","36,947","2015-03-15 04:06:19.94649","2015-03-15 04:06:19.94649"
"899","Murtijapur","Maharashtra","M.Cl","38,554","2015-03-15 04:06:19.957566","2015-03-15 04:06:19.957566"
"900","Murwara","Madhya Pradesh","M.Corp.","1,87,029","2015-03-15 04:06:19.96865","2015-03-15 04:06:19.96865"
"901","Musabani","Jharkhand","C.T","33,980","2015-03-15 04:06:19.97978","2015-03-15 04:06:19.97978"
"902","Mussoorie","Uttarakhand","UA","29,329","2015-03-15 04:06:19.990857","2015-03-15 04:06:19.990857"
"903","Muvattupuzha","Kerala","M","29,246","2015-03-15 04:06:20.004328","2015-03-15 04:06:20.004328"
"904","Muzaffarnagar","Uttar Pradesh","\N","\N","2015-03-15 04:06:20.012898","2015-03-15 04:06:20.012898"
"905","Muzaffarpur","Bihar","M.Corp.","3,05,525","2015-03-15 04:06:20.024005","2015-03-15 04:06:20.024005"
"906","Mysore","Karnataka","UA","7,99,228","2015-03-15 04:06:20.036217","2015-03-15 04:06:20.036217"
"907","Meethari Marwar","Rajasthan","G.P.","\N","2015-03-15 04:06:20.046213","2015-03-15 04:06:20.046213"
"908","Nabadwip","West Bengal","UA","1,25,341","2015-03-15 04:06:20.057305","2015-03-15 04:06:20.057305"
"909","Nabarangapur","Odisha","M","28,005","2015-03-15 04:06:20.068372","2015-03-15 04:06:20.068372"
"910","Nabha","Punjab","M.Cl","61,593","2015-03-15 04:06:20.079439","2015-03-15 04:06:20.079439"
"911","Nadbai","Rajasthan","M","21,649","2015-03-15 04:06:20.090231","2015-03-15 04:06:20.090231"
"912","Nadiad","Gujarat","UA","1,96,793","2015-03-15 04:06:20.101592","2015-03-15 04:06:20.101592"
"913","Nidagundi","Karnataka","T.P.","26,793","2015-03-15 04:06:20.112686","2015-03-15 04:06:20.112686"
"914","Nagaon","Assam","UA","1,23,265","2015-03-15 04:06:20.124317","2015-03-15 04:06:20.124317"
"915","Nagapattinam","Tamil Nadu","M","93,148","2015-03-15 04:06:20.134703","2015-03-15 04:06:20.134703"
"916","Nagar","Rajasthan","M","21,350","2015-03-15 04:06:20.145882","2015-03-15 04:06:20.145882"
"917","Nagari","Andhra Pradesh","C.T","24,372","2015-03-15 04:06:20.158046","2015-03-15 04:06:20.158046"
"918","Nagarkurnool","Andhra Pradesh","C.T","26,157","2015-03-15 04:06:20.167908","2015-03-15 04:06:20.167908"
"919","Nagaur","Rajasthan","UA","93,915","2015-03-15 04:06:20.178981","2015-03-15 04:06:20.178981"
"920","Nagda","Madhya Pradesh","M","96,579","2015-03-15 04:06:20.190046","2015-03-15 04:06:20.190046"
"921","Nagercoil","Tamil Nadu","M","2,08,179","2015-03-15 04:06:20.201149","2015-03-15 04:06:20.201149"
"922","Nagina","Uttar Pradesh","M.B","71,350","2015-03-15 04:06:20.21225","2015-03-15 04:06:20.21225"
"923","Nagla","Uttarakhand","C.T","22,947","2015-03-15 04:06:20.223331","2015-03-15 04:06:20.223331"
"924","Nagpur","Maharashtra","UA","21,29,500","2015-03-15 04:06:20.234372","2015-03-15 04:06:20.234372"
"925","Nahan","Himachal Pradesh","M.Cl","26,053","2015-03-15 04:06:20.246075","2015-03-15 04:06:20.246075"
"926","Naharlagun","Arunachal Pradesh","C.T","27,020","2015-03-15 04:06:20.256558","2015-03-15 04:06:20.256558"
"927","Naihati","West Bengal","M","2,15,432","2015-03-15 04:06:20.267599","2015-03-15 04:06:20.267599"
"928","Naila Janjgir","Chhattisgarh","M","32,513","2015-03-15 04:06:20.279873","2015-03-15 04:06:20.279873"
"929","Nainital","Uttarakhand","UA","39,911","2015-03-15 04:06:20.289601","2015-03-15 04:06:20.289601"
"930","Nainpur","Madhya Pradesh","M","21,760","2015-03-15 04:06:20.300694","2015-03-15 04:06:20.300694"
"931","Najafgarh","Delhi","UA","90,11,500","2015-03-15 04:06:20.311925","2015-03-15 04:06:20.311925"
"932","Najibabad","Uttar Pradesh","M.B","79,025","2015-03-15 04:06:20.322982","2015-03-15 04:06:20.322982"
"933","Nakodar","Punjab","M.Cl","31,408","2015-03-15 04:06:20.334054","2015-03-15 04:06:20.334054"
"934","Nakur","Uttar Pradesh","M.B","20,715","2015-03-15 04:06:20.345132","2015-03-15 04:06:20.345132"
"935","Nalasopara","Maharashtra","M.Cl","1,84,538","2015-03-15 04:06:20.356184","2015-03-15 04:06:20.356184"
"936","Nalanda","Bihar","\N","\N","2015-03-15 04:06:20.36778","2015-03-15 04:06:20.36778"
"937","Nalbari","Assam","M.B","23,183","2015-03-15 04:06:20.378199","2015-03-15 04:06:20.378199"
"938","Namagiripettai","Tamil Nadu","T.P","21,446","2015-03-15 04:06:20.389307","2015-03-15 04:06:20.389307"
"939","Namakkal","Tamil Nadu","M","53,055","2015-03-15 04:06:20.400477","2015-03-15 04:06:20.400477"
"940","Nanded-Waghala","Maharashtra","M.Corp.","4,30,733","2015-03-15 04:06:20.411677","2015-03-15 04:06:20.411677"
"941","Nandgaon","Maharashtra","M.Cl","23,195","2015-03-15 04:06:20.422687","2015-03-15 04:06:20.422687"
"942","Nandivaram-Guduvancheri","Tamil Nadu","T.P","26,575","2015-03-15 04:06:20.433703","2015-03-15 04:06:20.433703"
"943","Nandura","Maharashtra","M.Cl","37,469","2015-03-15 04:06:20.445004","2015-03-15 04:06:20.445004"
"944","Nandurbar","Maharashtra","M.Cl","94,368","2015-03-15 04:06:20.455867","2015-03-15 04:06:20.455867"
"945","Nandyal","Andhra Pradesh","UA","1,57,120","2015-03-15 04:06:20.466987","2015-03-15 04:06:20.466987"
"946","Nangal","Punjab","UA","45,368","2015-03-15 04:06:20.478067","2015-03-15 04:06:20.478067"
"947","Nanjanagoodu","Karnataka","T.M.C","48,232","2015-03-15 04:06:20.489669","2015-03-15 04:06:20.489669"
"948","Nanjikottai","Tamil Nadu","C.T","21,935","2015-03-15 04:06:20.500129","2015-03-15 04:06:20.500129"
"949","Nanpara","Uttar Pradesh","M.B","42,773","2015-03-15 04:06:20.511281","2015-03-15 04:06:20.511281"
"950","Narasapur","Andhra Pradesh","M","58,604","2015-03-15 04:06:20.523325","2015-03-15 04:06:20.523325"
"951","Narasaraopet","Andhra Pradesh","UA","95,349","2015-03-15 04:06:20.533393","2015-03-15 04:06:20.533393"
"952","Naraura","Uttar Pradesh","N.P","20,407","2015-03-15 04:06:20.544397","2015-03-15 04:06:20.544397"
"953","Narayanpet","Andhra Pradesh","N.P","37,563","2015-03-15 04:06:20.556544","2015-03-15 04:06:20.556544"
"954","Narela","Delhi","UA","5,01,511","2015-03-15 04:06:20.566599","2015-03-15 04:06:20.566599"
"955","Nargund","Rajasthan","T.M.C","32,561","2015-03-15 04:06:20.577355","2015-03-15 04:06:20.577355"
"956","Narkatiaganj","Bihar","N.A","40,830","2015-03-15 04:06:20.588647","2015-03-15 04:06:20.588647"
"957","Narkhed","Maharashtra","M.Cl","21,537","2015-03-15 04:06:20.599823","2015-03-15 04:06:20.599823"
"958","Narnaul","Haryana","M.Cl","62,077","2015-03-15 04:06:20.610929","2015-03-15 04:06:20.610929"
"959","Narsinghgarh","Madhya Pradesh","UA","56,203","2015-03-15 04:06:20.62191","2015-03-15 04:06:20.62191"
"960","Narsinghgarh","Madhya Pradesh","M","27,723","2015-03-15 04:06:20.633058","2015-03-15 04:06:20.633058"
"961","Narsipatnam","Andhra Pradesh","C.T","32,623","2015-03-15 04:06:20.644079","2015-03-15 04:06:20.644079"
"962","Narwana","Haryana","M.C","50,435","2015-03-15 04:06:20.654889","2015-03-15 04:06:20.654889"
"963","Nashik","Maharashtra","UA","11,52,326","2015-03-15 04:06:20.666319","2015-03-15 04:06:20.666319"
"964","Nasirabad","Rajasthan","C.B","49,130","2015-03-15 04:06:20.677317","2015-03-15 04:06:20.677317"
"965","Natham","Tamil Nadu","T.P","22,545","2015-03-15 04:06:20.688358","2015-03-15 04:06:20.688358"
"966","Nathdwara","Rajasthan","M","37,026","2015-03-15 04:06:20.710668","2015-03-15 04:06:20.710668"
"967","Naugachhia","Bihar","N.A","38,287","2015-03-15 04:06:20.721589","2015-03-15 04:06:20.721589"
"968","Naugawan Sadat","Uttar Pradesh","N.P","27,066","2015-03-15 04:06:20.732829","2015-03-15 04:06:20.732829"
"969","Nautanwa","Uttar Pradesh","M.B","29,302","2015-03-15 04:06:20.743914","2015-03-15 04:06:20.743914"
"970","Navalgund","Rajasthan","T.P","22,202","2015-03-15 04:06:20.754761","2015-03-15 04:06:20.754761"
"971","Navi Mumbai","Maharashtra","UA","11,19,477","2015-03-15 04:06:20.766006","2015-03-15 04:06:20.766006"
"972","Navsari","Gujarat","UA","2,32,411","2015-03-15 04:06:20.77718","2015-03-15 04:06:20.77718"
"973","Nawabganj","Uttar Pradesh","M.B","30,606","2015-03-15 04:06:20.788004","2015-03-15 04:06:20.788004"
"974","Nawada","Bihar","M","81,891","2015-03-15 04:06:20.799087","2015-03-15 04:06:20.799087"
"975","Nawagarh","Chhattisgarh","NP","21,220","2015-03-15 04:06:20.810478","2015-03-15 04:06:20.810478"
"976","Nawalgarh","Rajasthan","M","56,491","2015-03-15 04:06:20.821259","2015-03-15 04:06:20.821259"
"977","Nawanshahr","Punjab","UA","31,967","2015-03-15 04:06:20.832281","2015-03-15 04:06:20.832281"
"978","Nawapur","Maharashtra","M.Cl","29,979","2015-03-15 04:06:20.843634","2015-03-15 04:06:20.843634"
"979","Nedumangad","Kerala","M","56,138","2015-03-15 04:06:20.854472","2015-03-15 04:06:20.854472"
"980","Neem-Ka-Thana","Rajasthan","M","29,548","2015-03-15 04:06:20.865554","2015-03-15 04:06:20.865554"
"981","Neemuch","Madhya Pradesh","UA","1,12,852","2015-03-15 04:06:20.876829","2015-03-15 04:06:20.876829"
"982","Nehtaur","Uttar Pradesh","M.B","44,320","2015-03-15 04:06:20.887656","2015-03-15 04:06:20.887656"
"983","Nelamangala","Rajasthan","T.P","25,287","2015-03-15 04:06:20.898716","2015-03-15 04:06:20.898716"
"984","Nellikuppam","Tamil Nadu","M","44,222","2015-03-15 04:06:20.909815","2015-03-15 04:06:20.909815"
"985","Nellore","Andhra Pradesh","UA","4,04,775","2015-03-15 04:06:20.921306","2015-03-15 04:06:20.921306"
"986","Nepanagar","Madhya Pradesh","M","31,638","2015-03-15 04:06:20.932002","2015-03-15 04:06:20.932002"
"987","New Delhi*","Delhi","UA","2,49,998","2015-03-15 04:06:20.94295","2015-03-15 04:06:20.94295"
"988","Neyveli","Tamil Nadu","UA","1,38,035","2015-03-15 04:06:20.954045","2015-03-15 04:06:20.954045"
"989","Neyyattinkara","Kerala","M","69,467","2015-03-15 04:06:20.965132","2015-03-15 04:06:20.965132"
"990","Nidadavole","Andhra Pradesh","M","43,143","2015-03-15 04:06:20.976219","2015-03-15 04:06:20.976219"
"991","Nilanga","Maharashtra","M.Cl","31,662","2015-03-15 04:06:20.987227","2015-03-15 04:06:20.987227"
"992","Nilambur","Kerala","M","41,211","2015-03-15 04:06:20.998305","2015-03-15 04:06:20.998305"
"993","Nimbahera","Rajasthan","M","53,327","2015-03-15 04:06:21.010222","2015-03-15 04:06:21.010222"
"994","Nippani","Karnataka","C.M.C","58,081","2015-03-15 04:06:21.020401","2015-03-15 04:06:21.020401"
"995","Nirmal","Andhra Pradesh","M","75,254","2015-03-15 04:06:21.031513","2015-03-15 04:06:21.031513"
"996","Niwai","Rajasthan","M","31,365","2015-03-15 04:06:21.043253","2015-03-15 04:06:21.043253"
"997","Niwari","Madhya Pradesh","N.P","20,713","2015-03-15 04:06:21.053711","2015-03-15 04:06:21.053711"
"998","Nizamabad","Andhra Pradesh","M","2,88,722","2015-03-15 04:06:21.064842","2015-03-15 04:06:21.064842"
"999","Nohar","Rajasthan","M","42,309","2015-03-15 04:06:21.075841","2015-03-15 04:06:21.075841"
"1000","Noida","Uttar Pradesh","C.T","3,05,058","2015-03-15 04:06:21.08696","2015-03-15 04:06:21.08696"
"1001","Nokha","Bihar","N.A","22,354","2015-03-15 04:06:21.098127","2015-03-15 04:06:21.098127"
"1002","Nokha","Rajasthan","M","49,688","2015-03-15 04:06:21.109119","2015-03-15 04:06:21.109119"
"1003","Nongstoin","Meghalaya","T.C","23,106","2015-03-15 04:06:21.120182","2015-03-15 04:06:21.120182"
"1004","Noorpur","Uttar Pradesh","M.B","33,590","2015-03-15 04:06:21.131402","2015-03-15 04:06:21.131402"
"1005","North Lakhimpur","Assam","M.B","54,285","2015-03-15 04:06:21.142269","2015-03-15 04:06:21.142269"
"1006","Nowgong","Madhya Pradesh","M","33,024","2015-03-15 04:06:21.15336","2015-03-15 04:06:21.15336"
"1007","Nowrozabad","Madhya Pradesh","N.P","22,403","2015-03-15 04:06:21.165035","2015-03-15 04:06:21.165035"
"1008","Nuzvid","Andhra Pradesh","M","50,354","2015-03-15 04:06:21.175398","2015-03-15 04:06:21.175398"
"1009","O' Valley","Tamil Nadu","T.P","24,793","2015-03-15 04:06:21.186532","2015-03-15 04:06:21.186532"
"1010","Oddanchatram","Tamil Nadu","T.P","24,132","2015-03-15 04:06:21.197607","2015-03-15 04:06:21.197607"
